region_acronym,n_neurons,n_sessions,n_probes,n_spikes_spontaneous_median,firing_rate_hz_median,local_variance_lv_median,n_timescales_median,tau_1_ms_median,tau_2_ms_median,tau_3_ms_median,tau_4_ms_median,c_1_median,c_2_median,c_3_median,c_4_median,tau_effective_ms_median,r_squared_median,ci_lower_ms_median,ci_upper_ms_median,bic_1_median,bic_2_median,bic_3_median,bic_4_median,coverage_label
LIN,7,2,2,687.0,1.1448239519413073,0.927220134635072,2.0,150.40672268817897,1244.5318378349198,5492.90118458529,,0.1188743168532664,0.0863252538618282,0.1959210657528779,,621.465731922008,0.9278443429069388,524.9828409546649,717.9486228893512,-5290.374737836496,-5918.494808600239,-6620.740668326518,-5759.469548669965,very_low
PS,6,2,2,18171.0,30.282061235405532,0.6361573186907792,2.0,25.313407765911627,415.16536450768433,4686.438831350067,,0.1372784219457447,0.02118417561137475,0.0052351442696723,,76.80313809456561,0.7251589380956147,57.459883713999844,103.29327853953454,-6398.049470828608,-6682.180469189351,-6756.766146897436,-6743.973240463721,very_low
PSTN,6,3,3,3434.0,5.722723053351688,1.001628970621901,2.0,186.25624822950772,1533.1803105466192,3763.894685832976,,0.08656423919655534,0.0669862304824665,0.0703088314491847,,842.2532128005331,0.8732718211435428,714.9198779793167,994.998293314706,-5097.404603789681,-5761.317374862996,-5969.218473432411,-5956.4279526136725,very_low
DMH,6,2,2,5684.5,9.473298362747105,0.986343557465054,1.5,21.298321464387367,646.978905695396,5902.76296477768,,0.0523394145743546,0.0182880027612817,0.0050938278790669,,154.90810480549126,0.5882169740151878,110.27894709667638,199.53726251430612,-6461.4734100071855,-6615.012833600778,-6617.277979648898,-6599.748993374469,very_low
SUM,5,1,1,6418.0,10.695721966642092,1.2280116948433129,1.0,26.145707147369983,2503.500798409265,,,0.3425309480996486,0.0080633009155451,,,26.43842310911968,0.8201204179219109,23.86622441043131,29.01062180780805,-6267.057008528113,-6547.964422676994,,,very_low
OP,5,3,3,1381.0,2.6514927152598413,1.0425531346925456,2.0,123.49553521524868,1794.4859582226618,,,0.1469084221492447,0.0340837903364266,,,661.1153978426973,0.8312967507751445,621.25205635723,700.9787393281647,-5910.415770605,-6118.327066178265,-6428.7178759207145,-6311.3043091392565,very_low
IG,5,2,2,2902.0,4.836015138758297,1.1833160996050829,2.0,24.60696801508721,1063.0549095218416,2805.51269422759,,0.1965174858712966,0.04027987368924115,0.043568584665302,,135.1003131962244,0.9013420932321112,123.03396898054788,147.1666574119009,-5432.569493150359,-6335.040583522167,-6418.849062149746,-6410.777156036816,very_low
PVH,4,1,1,5444.0,9.072456915980045,0.9579424261030736,2.0,19.867857429321386,465.44087258572256,5830.009364302271,,0.1579680887747755,0.0162093726381589,0.0116881584159592,,202.17915043566762,0.7887742508437805,161.77141977987603,242.5868810914592,-5875.062737395993,-6570.93303758111,-6498.92295215874,-6382.180032534656,very_low
IAM,4,2,2,7506.0,12.50852949475371,0.970217713065381,2.5,24.692773279875695,528.3626804615019,4409.433317488636,,0.1061476454901575,0.01375691672864615,0.01501882641192985,,341.5837116913333,0.764049635945375,283.87816692621305,399.28925645645364,-6326.275683883874,-6604.246130690806,-6664.7184927560775,,very_low
SH,4,1,1,1880.0,3.13303676716708,1.205767887250055,2.0,21.559333006219113,695.3946802220587,1567.0897935246198,,0.25259039810150774,0.0152547921553393,0.0152112693849327,,157.31138704838415,0.8539032598397025,126.70691359805974,187.9158604987087,-6094.753921730309,-6288.630674243745,-6293.922519834568,-6281.116658434515,very_low
TU,4,1,1,5644.0,18.81135812999962,0.7898906941289384,1.0,22.558461567549124,1743.2454222555862,,,0.24345632116628307,0.0117213444071751,,,59.23270978836429,0.633932465287157,49.69065651340098,68.7747630633276,-5862.571558454356,-5983.35805107845,,,very_low
MT,3,2,2,7032.0,11.71851696092181,0.9151959974223136,3.0,31.17219790077128,559.8541934881183,3196.402209094037,,0.108018554612562,0.0314549938342009,0.14190771885074405,,1235.434268663366,0.9696610928084108,1149.8786087982844,1320.9899285284475,-5250.743811423904,-6211.39988767177,-6424.05220938313,,very_low
MPN,3,1,1,2314.0,3.856294140995192,0.9390241854779422,1.0,109.95726443702176,3401.150771100747,,,0.0498416083346271,0.0102017087656118,,,669.1501816138506,0.6095219562999467,553.244771832674,785.055591395027,-6055.324426007756,-6282.577638677645,,,very_low
AVP,3,2,2,2395.0,3.9911877698904425,1.0574142497930283,2.0,16.691777852208507,402.9599064878791,,,0.0567860457875645,0.0261366779177871,,,123.34123822140876,0.7075580572339933,78.68450239190969,167.99797405090786,-6408.746893273233,-6456.65503074192,-6415.816129763474,,very_low
DTN,3,2,2,7327.0,12.210194122314158,0.9540936194330684,2.0,103.0316621533208,1860.5309720411733,,,0.0830227517854966,0.0531896619746068,,,402.117158141614,0.7950065599270437,360.0875616866816,444.1467545965465,-6052.974857353655,-6056.51748967146,-4894.151068427557,,very_low
GR,3,1,1,6562.0,10.93563395421594,1.3744164541343291,1.0,23.88520883325764,,,,0.1639121380025143,,,,23.88520883325764,0.6364516024469091,21.101691762840733,26.66872590367454,-6566.484559972877,,,,very_low
PMv,3,1,1,5126.0,8.542575013769909,0.9247161147225256,2.0,127.29978175753656,1412.2557851373804,,,0.0920831139358974,0.0578450657991267,,,762.6673891826441,0.954887498132738,731.2302408078726,838.2248703804273,-5739.583754154492,-6154.236537937766,-6179.626772032449,-6169.652748605853,very_low
PMd,3,1,1,5525.0,9.20751598733491,0.945704171653766,2.0,221.5764340449533,1993.215672857292,,,0.054472856669313,0.0199501687441449,,,688.7832683060763,0.8947406876265167,642.40922691932,735.1573096928325,-6105.18933307601,-6254.571070767309,-6251.055050450867,-6117.828155666473,very_low
LM,3,1,1,3411.0,5.684468552294971,0.8588153599467971,2.0,28.015793962671,1554.5337995348186,,,0.1310595184051512,0.0135916198223527,,,52.32599217480456,0.7577121463394151,37.16840674101229,67.48357760859683,-6257.496163002763,-6492.255976137786,-6483.342888013113,-6420.5285025138655,very_low
MEPO,2,1,1,3916.0,13.05056517313406,1.0242113763218104,1.0,251.58458140477623,,,,0.5105984235607193,,,,251.58458140477623,0.7207417742402364,227.51546731506798,275.6536954944844,-5961.895718644948,-6146.084722067525,,,very_low
III,2,1,1,718.5,1.1973549343603103,1.4155396356275696,2.0,19.895835072102983,317.7870895409837,1722.577164167133,,0.23633519590791804,0.0716183590282569,0.0048364188986134,,71.40019025490561,0.8169813802374603,62.659957148078526,80.1404233617327,-6149.812736613313,-6268.494826124688,-6270.501608285481,,very_low
PT,1,1,1,9954.0,16.5891420496243,0.8656313352690932,2.0,45.16949630131579,3257.2036721915906,,,0.0925820459081402,0.0152062568745811,,,498.3078750266801,0.7530486578396298,443.53555409458806,553.0801959587722,-6094.647989103653,-6610.178799126513,-6605.001441773281,,very_low
PAS,1,1,1,723.0,1.2048826689043943,1.286730545201631,3.0,19.97385322955645,276.6615691799587,1669.6876940479617,,0.1753007602064957,0.1871642337052892,0.0811983559943199,,430.1876142523338,0.9676085655500284,382.6363305096695,477.73889799499807,-4987.91083332458,-5553.905714661423,-5649.174479564506,,very_low
Pa4,1,1,1,530.0,0.8832684984063688,1.0106635992838011,2.0,175.75845055875374,1865.8966786806573,,,0.0599345278124624,0.0088368014269983,,,392.9334865986588,0.7482560755250445,341.5324664176994,444.3345067796183,-6251.069873791861,-6347.342035342893,,,very_low
SFO,1,1,1,8395.0,13.990248044448846,0.992222514719119,3.0,15.755412856784307,232.8616594644452,4343.235744740911,,0.0357243026223523,0.0558583774260345,0.0148673263948405,,734.0763203028112,0.855835003432686,516.4096560221466,951.7429845834756,-5981.574424875334,-6557.554620942185,-6561.209472159594,,very_low
SPA,1,1,1,2946.0,4.909332122254948,1.042048482972081,2.0,141.44730241390775,1565.3202303439436,,,0.0248014219713447,0.0172132015231278,,,724.8016113013897,0.6954563065830321,628.6164041324205,820.9868184703588,-6512.374170481223,-6586.985588843145,-6586.094247719087,-6574.285810010973,very_low
SubG,1,1,1,1181.0,1.9681427695123288,0.9156443609593646,1.0,5603.239267847639,,,,0.0410269477333895,,,,5603.239267847639,0.5226856468714256,5167.718099060432,6038.760436634846,-5921.479956317327,,,,very_low
ADP,1,1,1,4078.0,6.795810774574504,1.109437477745054,2.0,57.38358376482702,2777.765305542852,,,0.1197433646591382,0.0057673005278126,,,182.38697623743312,0.7849830125597168,153.6825184336592,211.091434041207,-6352.506232884438,-6520.742936889626,-6507.952413128096,,very_low
Xi,1,1,1,19497.0,32.491542611983554,0.9477480905601908,1.0,82.249809752099,,,,0.0986094607145234,,,,82.249809752099,0.8062632866682167,75.8982114327191,88.60140807147891,-6701.86438730318,-6696.743078857468,-6686.004415036082,,very_low
